,ACCNUM,ACCLASS,INVOLVED,MOTIVE,X,Y,LATITUDE,LONGITUDE,DATE_TIME,ROAD_CLASS,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,DISTRICT,NEIGHBOURHOOD,HOOD_ID,LOCCOORD,PEOPLE_COUNT,FATAL_INJURY_COUNT,MAJOR_INJURY_COUNT,MINOR_INJURY_COUNT,NO_INJURY_COUNT,NULL_INJURY_COUNT,DRIVERS_COUNT,PEDESTRIAN_COUNT,PASSENGER_COUNT,CYCLIST_COUNT,PEOPLE_VEH_COUNT,AUTOMOBILE_VEH_COUNT,RECREATIONAL_VEH_COUNT,OTHER_VEH_COUNT,REDLIGHT_CAMERA,DATE,DATA_TYPE,CAMERA_ID,CAMERA_DATE_TIME,CAMERA_DATE
1966,1158316.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8833167.08540411,5418832.24145608,43.698045,-79.34969,2010-03-19 04:02:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Old East York (58),58,Mid-Block,4,0,1,0,2,1,1,1,1,0,0,1,0,3,False,2010-03,Accident,,,
1967,1158873.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8812906.93807974,5435938.85465408,43.809045000000005,-79.16769000000001,2010-03-24 00:00:00,Minor Arterial,<Null>,No Control,Clear,Dark,Wet,SMV Other,Scarborough,Rouge (131),131,Mid-Block,3,0,1,0,0,2,1,0,0,0,0,0,1,2,False,2010-03,Accident,,,
1968,1158874.0,Non-Fatal Injury,"Pedestrian, Automobile, City Vehicle",Aggressive and Distracted Driving Collision,-8833857.26624703,5413691.04676682,43.664645,-79.35589,2010-03-24 00:42:00,Minor Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,North Riverdale (68),68,Mid-Block,7,0,2,0,2,3,3,1,0,0,0,3,0,4,False,2010-03,Accident,,,
1969,1159036.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8830996.35533364,5422774.73685457,43.723645,-79.33019,2010-03-24 17:20:00,<Null>,<Null>,No Control,Clear,Daylight,Dry,Rear End,North York,Banbury-Don Mills (42),42,Mid-Block,6,0,1,1,2,2,3,0,1,0,0,3,0,3,False,2010-03,Accident,,,
1970,1159418.0,Non-Fatal Injury,Automobile,Not Recorded,-8829515.80610609,5437836.40740168,43.821345,-79.31689,2010-02-20 16:25:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Steeles (116),116,Intersection,4,0,1,2,0,1,2,0,1,0,0,2,0,2,True,2010-02,Accident,38.0,2009-03-17 04:00:00,2009-03
1971,1160348.0,Non-Fatal Injury,Automobile,Not Recorded,-8842595.846274301,5408675.75225256,43.632045,-79.43439000000001,2010-02-24 16:05:00,Major Arterial,<Null>,No Control,Clear,Daylight,Dry,Turning Movement,Toronto and East York,South Parkdale (85),85,Mid-Block,4,0,1,2,1,0,3,0,1,0,0,3,0,1,False,2010-02,Accident,,,
1972,1160642.0,Non-Fatal Injury,Automobile,Not Recorded,-8826666.02714179,5426225.80256092,43.746045,-79.29129,2010-04-04 16:20:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Approaching,Scarborough,Wexford/Maryvale (119),119,Intersection,3,0,1,0,1,1,2,0,0,0,0,2,0,1,False,2010-04,Accident,,,
1973,1160766.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8861865.25013062,5425948.43707452,43.744245,-79.60749,2010-04-03 01:59:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Etobicoke York,West Humber-Clairville (1),1,Intersection,8,0,1,4,1,2,3,0,3,0,0,3,0,5,False,2010-04,Accident,,,
1974,1160789.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8841783.21399151,5431034.79687896,43.777245,-79.42709,2010-02-27 05:15:00,Major Arterial,At Intersection,Traffic Signal,Snow,Dark,Slush,SMV Other,North York,Newtonbrook West (36),36,Intersection,2,0,1,0,0,1,1,0,0,0,0,1,0,1,False,2010-02,Accident,,,
1975,1161050.0,Non-Fatal Injury,Automobile,"Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8828602.98628159,5414214.271096599,43.668045,-79.30869,2010-03-01 20:04:00,Minor Arterial,<Null>,No Control,Clear,Dark,Dry,Rear End,Toronto and East York,The Beaches (63),63,Mid-Block,3,0,1,0,2,0,3,0,0,0,0,3,0,0,False,2010-03,Accident,,,
1976,1161062.0,Non-Fatal Injury,"Automobile, Truck","Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8828513.93068895,5415122.28954162,43.673945,-79.30789,2010-03-01 07:46:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Toronto and East York,The Beaches (63),63,Intersection,4,0,1,2,0,1,2,0,1,0,0,1,0,3,False,2010-03,Accident,,,
1977,1161157.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8844566.20126134,5412229.25349189,43.655145000000005,-79.45209,2010-04-07 15:45:00,Minor Arterial,At Intersection,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Toronto and East York,Roncesvalles (86),86,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-04,Accident,,,
1978,1161266.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8810516.9086124,5434375.74990324,43.798911,-79.14622,2010-03-01 17:00:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Scarborough,Rouge (131),131,Intersection,7,0,1,1,1,4,2,0,1,0,0,2,0,5,True,2010-03,Accident,8.0,2008-03-18 04:00:00,2008-03
1979,1161474.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8844365.82617792,5418462.71882711,43.695645,-79.45029,2010-03-05 22:10:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,North York,Oakwood Village (107),107,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1980,1161585.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8822792.10886218,5432283.69601417,43.785345,-79.25649,2010-03-08 07:33:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,Agincourt South-Malvern West (128),128,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1981,1161689.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8845781.58746182,5415048.25961105,43.673464,-79.463008,2020-06-24 11:30:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Weston-Pellam Park (91),91,Intersection,2,0,1,0,1,0,1,1,0,0,0,0,0,2,False,2020-06,Accident,,,
1982,1161998.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8819920.06599971,5430448.95188259,43.773445,-79.23069,2010-03-12 19:37:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Scarborough,Woburn (137),137,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1983,1162012.0,Fatal,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision, Medical or Physical Disability Related Collision",-8829515.80610609,5437836.40740168,43.821345,-79.31689,2010-04-13 05:59:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dawn,Dry,Angle,Scarborough,Steeles (116),116,Intersection,4,1,2,1,0,0,2,0,2,0,0,2,0,2,True,2010-04,Accident,38.0,2009-03-17 04:00:00,2009-03
1984,1162426.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8858603.58905037,5420295.08036193,43.707545,-79.57819,2010-04-09 15:00:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Etobicoke York,West Humber-Clairville (1),1,Intersection,4,0,1,1,0,2,2,0,0,0,0,2,0,2,False,2010-04,Accident,,,
1985,1162482.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8831207.86236615,5425332.09918416,43.740245,-79.33209000000001,2010-04-14 23:58:00,<Null>,<Null>,No Control,Clear,Dark,Dry,Other,North York,Banbury-Don Mills (42),42,Mid-Block,5,0,1,3,0,1,3,0,1,0,0,3,0,2,False,2010-04,Accident,,,
1986,1162587.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8829003.73644844,5434149.650721299,43.797445,-79.31229,2010-03-16 08:38:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Scarborough,L'Amoreaux (117),117,Intersection,2,0,1,1,0,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1987,1162641.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8846166.30762201,5414509.44424981,43.669963,-79.466464,2020-06-24 13:57:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Junction Area (90),90,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2020-06,Accident,,,
1988,1162673.0,Non-Fatal Injury,Automobile,Not Recorded,-8855353.05991921,5411259.98126805,43.648845,-79.54899,2010-03-15 20:30:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Etobicoke York,Islington-City Centre West (14),14,Intersection,4,0,1,0,1,2,2,0,0,0,0,2,0,2,False,2010-03,Accident,,,
1989,1163084.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8844076.39550185,5409444.79250829,43.637045,-79.44769000000001,2010-04-16 16:43:00,Major Arterial,<Null>,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,South Parkdale (85),85,Intersection,3,0,1,0,1,1,1,1,0,0,0,0,0,3,False,2010-04,Accident,,,
1990,1163175.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8842874.14500129,5426703.50711704,43.749145,-79.43689,2010-04-18 10:59:00,Major Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,North York,Lansing-Westgate (38),38,Intersection,3,0,1,0,1,1,1,1,0,0,0,0,0,3,False,2010-04,Accident,,,
1991,1163368.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8859983.95073621,5415414.7212641,43.675845,-79.59059,2010-04-15 08:05:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Rear End,Etobicoke York,West Humber-Clairville (1),1,Mid-Block,4,0,1,1,1,1,3,0,0,0,0,3,0,1,False,2010-04,Accident,,,
1992,1163442.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8849775.95343047,5406430.52080599,43.617445,-79.49889,2010-03-21 08:45:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Mimico (17),17,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1993,1163512.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8860540.54819018,5417092.5348392,43.686745,-79.59559,2010-03-22 20:00:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Etobicoke York,West Humber-Clairville (1),1,Intersection,3,0,2,0,1,0,1,2,0,0,0,1,0,2,True,2010-03,Accident,45.0,2009-03-19 04:00:00,2009-03
1994,1163538.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8851289.89850526,5416907.80648495,43.685545,-79.51249,2010-03-23 20:00:00,Major Arterial,At Intersection,Stop Sign,Rain,Dark,Wet,Pedestrian Collisions,Etobicoke York,Humber Heights-Westmount (8),8,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1995,1163874.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8834480.65539547,5412398.50192639,43.656245,-79.36149,2010-03-27 20:39:00,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Moss Park (73),73,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-03,Accident,,,
1996,1163934.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Alcohol  Related Collision, Aggressive and Distracted Driving Collision",-8847994.84157778,5429184.88687044,43.765245,-79.48289,2010-04-22 00:21:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,SMV Other,North York,York University Heights (27),27,Mid-Block,2,0,2,0,0,0,1,0,1,0,0,1,0,1,False,2010-04,Accident,,,
1997,1164773.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8848874.26555504,5411136.90635582,43.648045,-79.49079,2010-04-07 14:55:00,Major Arterial,<Null>,No Control,Rain,Daylight,Wet,Rear End,Toronto and East York,Lambton Baby Point (114),114,Intersection,6,0,1,3,1,1,4,0,1,0,0,5,0,1,False,2010-04,Accident,,,
1998,1164945.0,Non-Fatal Injury,"Pedestrian, City Vehicle",Not Recorded,-8838632.87240206,5412183.09536601,43.654845,-79.39879,2010-04-27 00:52:00,Major Arterial,<Null>,No Control,Clear,Dark,Dry,Pedestrian Collisions,Toronto and East York,Kensington-Chinatown (78),78,Intersection,5,0,1,0,4,0,1,1,3,0,0,0,0,5,False,2010-04,Accident,,,
1999,1165188.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8836640.25351686,5412413.88830144,43.656345,-79.38089000000001,2010-04-10 16:35:00,Major Arterial,<Null>,Streetcar (Stop for),Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Church-Yonge Corridor (75),75,Intersection,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2010-04,Accident,,,
2000,1165190.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8826298.67282217,5414906.81946002,43.672545,-79.28799000000001,2010-04-10 09:29:00,Minor Arterial,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,The Beaches (63),63,Mid-Block,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-04,Accident,,,
2001,1165384.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8837141.19122543,5411213.82798386,43.648545,-79.38539,2010-04-12 14:55:00,Major Arterial,Intersection Related,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Mid-Block,3,0,1,0,1,1,1,1,0,0,0,1,0,2,True,2010-04,Accident,123.0,2017-10-20 04:00:00,2017-10
2002,1165411.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8842952.06864484,5408998.74136646,43.634145,-79.43759,2010-04-28 06:30:00,Major Arterial,<Null>,No Control,Clear,Daylight,Spilled liquid,Other,Toronto and East York,South Parkdale (85),85,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,0,1,0,False,2010-04,Accident,,,
2003,1165628.0,Non-Fatal Injury,Automobile,"Red Light Related  Collision, Aggressive and Distracted Driving Collision",-8847827.86234159,5413567.93946658,43.663845,-79.48139,2010-04-15 16:19:00,Minor Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Toronto and East York,Junction Area (90),90,Intersection,2,0,1,0,1,0,2,0,0,0,0,2,0,0,False,2010-04,Accident,,,
2004,1165679.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8824205.86639525,5436339.93078968,43.811645,-79.26919000000001,2010-04-29 09:16:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Scarborough,Agincourt North (129),129,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2010-04,Accident,,,
2005,1165924.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8848206.34861028,5421219.09807524,43.713545,-79.48479,2010-05-01 07:52:00,Collector,<Null>,No Control,Clear,Daylight,Dry,SMV Other,Etobicoke York,Maple Leaf (29),29,Mid-Block,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2010-05,Accident,,,
2006,1166313.0,Non-Fatal Injury,Automobile,Not Recorded,-8846180.33387784,5417862.2760965,43.691745,-79.46659,2010-04-20 20:30:00,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Rear End,Etobicoke York,Keelesdale-Eglinton West (110),110,Mid-Block,3,0,1,0,1,1,2,0,0,0,0,2,0,1,False,2010-04,Accident,,,
2007,1167046.0,Non-Fatal Injury,Automobile,Not Recorded,-8838955.69892536,5429739.82090148,43.768845,-79.40169,2010-04-25 21:03:00,Minor Arterial,At Intersection,No Control,Clear,Dark,Dry,Turning Movement,North York,Willowdale East (51),51,Intersection,6,0,1,4,1,0,2,0,4,0,0,2,0,4,False,2010-04,Accident,,,
2008,1167187.0,Fatal,Automobile,Aggressive and Distracted Driving Collision,-8837241.37876715,5410798.45879908,43.645845,-79.38629,2010-05-06 16:30:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Angle,Toronto and East York,Waterfront Communities-The Island (77),77,Mid-Block,5,1,0,2,1,1,2,0,2,0,0,2,0,3,False,2010-05,Accident,,,
2009,1167297.0,Non-Fatal Injury,"Cyclist, Automobile","Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8843397.34660801,5411490.75114686,43.650345,-79.44159,2010-04-24 23:02:00,Minor Arterial,<Null>,No Control,Clear,Dark,Dry,Cyclist Collisions,Toronto and East York,Dufferin Grove (83),83,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2010-04,Accident,,,
2010,1167934.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8819385.7324439,5441107.90393578,43.842545,-79.22589,2010-04-21 07:05:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Rear End,Scarborough,Rouge (131),131,Intersection,2,0,1,0,1,0,2,0,0,0,0,2,0,0,False,2010-04,Accident,,,
2011,1168069.0,Non-Fatal Injury,"Automobile, Motorcycle",Aggressive and Distracted Driving Collision,-8846169.20192876,5416369.03655794,43.682045,-79.46649000000001,2010-04-29 17:20:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Sideswipe,Etobicoke York,Keelesdale-Eglinton West (110),110,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2010-04,Accident,,,
2012,1168213.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8851434.61384329,5406876.44803975,43.620345,-79.51379,2010-05-12 14:15:00,<Null>,<Null>,No Control,Clear,Daylight,Dry,Sideswipe,Etobicoke York,Mimico (17),17,Mid-Block,4,0,1,0,1,2,2,0,0,0,0,2,0,2,False,2010-05,Accident,,,
2013,1168396.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8843430.74245525,5411506.13601037,43.650445,-79.44189,2010-05-13 11:36:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Toronto and East York,Dufferin Grove (83),83,Mid-Block,3,1,0,0,1,1,1,1,0,0,0,1,0,2,False,2010-05,Accident,,,
2014,1168399.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8843942.8121129,5414014.21123579,43.666745,-79.44649,2010-05-11 22:40:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Dovercourt-Wallace Emerson-Junction (93),93,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,True,2010-05,Accident,11.0,2008-03-26 04:00:00,2008-03
2015,1168520.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8850009.72436113,5406953.33421943,43.620845,-79.50099,2010-05-14 13:12:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Etobicoke York,Mimico (17),17,Mid-Block,2,0,1,1,0,0,1,1,0,0,0,1,0,1,False,2010-05,Accident,,,
2016,1169356.0,Non-Fatal Injury,Motorcycle,Not Recorded,-8812361.47257485,5436093.11264001,43.810045,-79.16279,2010-05-20 21:05:00,Collector,<Null>,No Control,Clear,Dark,Dry,SMV Other,Scarborough,Rouge (131),131,Mid-Block,2,0,1,0,0,1,1,0,0,0,0,0,1,1,False,2010-05,Accident,,,
2017,1169755.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8823326.44241799,5429924.80633406,43.770045,-79.26129,2010-04-26 10:08:00,Major Arterial,At Intersection,Traffic Controller,Clear,Daylight,Dry,Turning Movement,Scarborough,Bendale (127),127,Intersection,3,0,1,0,2,0,2,0,1,0,0,1,0,2,False,2010-04,Accident,,,
2018,1169790.0,Fatal,"Automobile, Motorcycle",Not Recorded,-8817292.92601699,5429539.42420425,43.767545,-79.20709000000001,2010-05-25 10:28:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Approaching,Scarborough,Morningside (135),135,Mid-Block,2,1,0,0,1,0,2,0,0,0,0,1,1,0,False,2010-05,Accident,,,
2019,1169892.0,Non-Fatal Injury,"Automobile, Motorcycle",Not Recorded,-8836562.32987331,5415214.63540109,43.674545,-79.38019,2010-04-21 10:13:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Toronto and East York,Rosedale-Moore Park (98),98,Intersection,2,0,1,0,1,0,2,0,0,0,0,1,1,0,False,2010-04,Accident,,,
2020,1169909.0,Non-Fatal Injury,Automobile,Medical or Physical Disability Related Collision,-8823426.629959699,5434967.08872486,43.802745,-79.26219,2010-05-02 17:04:00,Collector,<Null>,No Control,Clear,Daylight,Dry,SMV Other,Scarborough,Agincourt North (129),129,Intersection,1,0,1,0,0,0,1,0,0,0,0,1,0,0,False,2010-05,Accident,,,
2021,1170095.0,Non-Fatal Injury,Automobile,Not Recorded,-8826877.53417429,5417600.55686934,43.690045,-79.29319,2010-05-05 17:00:00,Major Arterial,<Null>,No Control,Rain,Daylight,Wet,Sideswipe,Toronto and East York,Taylor-Massey (61),61,Mid-Block,3,0,3,0,0,0,2,0,1,0,0,2,0,1,False,2010-05,Accident,,,
2022,1170181.0,Non-Fatal Injury,Cyclist,Not Recorded,-8810279.79809701,5434087.96022974,43.797045,-79.14409,2010-05-27 15:38:00,Minor Arterial,<Null>,No Control,Clear,Daylight,Dry,Cyclist Collisions,Scarborough,Rouge (131),131,Mid-Block,2,0,1,0,0,1,0,0,0,1,1,0,0,1,False,2010-05,Accident,,,
2023,1171250.0,Fatal,"Pedestrian, Automobile",Not Recorded,-8843564.325844198,5415737.94604587,43.677945,-79.44309,2010-06-03 01:20:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Corso Italia-Davenport (92),92,Intersection,2,1,0,0,1,0,1,1,0,0,0,1,0,1,False,2010-06,Accident,,,
2024,1171252.0,Non-Fatal Injury,"Pedestrian, Automobile",Not Recorded,-8837597.60113768,5412598.52680076,43.657545,-79.38949000000001,2010-06-02 21:45:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-06,Accident,,,
2025,1171570.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8838632.87240206,5412198.48138235,43.654945,-79.39879,2010-04-05 07:30:00,Major Arterial,At Intersection,Stop Sign,Clear,Dawn,Dry,Cyclist Collisions,Toronto and East York,Kensington-Chinatown (78),78,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2010-04,Accident,,,
2026,1171639.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8841393.59577374,5409860.10085436,43.639745,-79.42359,2010-06-04 03:10:00,Major Arterial,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Toronto and East York,South Parkdale (85),85,Intersection,2,0,1,0,1,0,2,0,0,0,0,2,0,0,False,2010-06,Accident,,,
2027,1171688.0,Non-Fatal Injury,Automobile,Aggressive and Distracted Driving Collision,-8827311.68018839,5417923.85816925,43.692145,-79.29709,2010-04-30 17:05:00,Minor Arterial,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Rear End,Toronto and East York,Taylor-Massey (61),61,Intersection,3,0,1,0,2,0,2,0,1,0,0,2,0,1,False,2010-04,Accident,,,
2028,1171795.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8832432.37676488,5418324.15165415,43.694745000000005,-79.34309,2010-05-13 21:00:00,Major Arterial,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Toronto and East York,Old East York (58),58,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-05,Accident,,,
2029,1171865.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8844031.86770554,5418570.49473279,43.696345,-79.44729,2010-06-05 03:45:00,Major Arterial,At Intersection,No Control,"Fog, Mist, Smoke, Dust",Dark,Dry,Pedestrian Collisions,North York,Oakwood Village (107),107,Intersection,3,0,1,0,1,1,1,1,0,0,0,1,0,2,False,2010-06,Accident,,,
2030,1171946.0,Non-Fatal Injury,Automobile,"Speeding  Related Collision, Aggressive and Distracted Driving Collision",-8834558.57903903,5417708.32271152,43.690745,-79.36219,2010-06-05 02:46:00,Major Arterial,<Null>,No Control,Rain,Dark,Wet,SMV Other,North York,Leaside-Bennington (56),56,Mid-Block,2,0,1,0,0,1,1,0,0,0,0,1,0,1,False,2010-06,Accident,,,
2031,1171997.0,Fatal,"Pedestrian, City Vehicle",Not Recorded,-8837652.92692461,5412783.01512006,43.658744,-79.389987,2010-06-06 08:22:00,Major Arterial,<Null>,No Control,Rain,Daylight,Wet,Pedestrian Collisions,Toronto and East York,Bay Street Corridor (76),76,Intersection,3,1,0,0,1,1,1,1,0,0,0,0,0,3,False,2010-06,Accident,,,
2032,1172452.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8837430.62190149,5412444.66112842,43.656545,-79.38799,2010-04-29 13:33:00,Collector,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Bay Street Corridor (76),76,Mid-Block,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2010-04,Accident,,,
2033,1172619.0,Non-Fatal Injury,"Cyclist, Automobile",Not Recorded,-8833712.550909,5415722.55413308,43.677845,-79.35459,2010-05-11 15:21:00,Local,<Null>,No Control,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Playter Estates-Danforth (67),67,Mid-Block,3,0,1,0,1,1,1,0,0,1,1,1,0,1,False,2010-05,Accident,,,
2034,1172629.0,Non-Fatal Injury,"Cyclist, Automobile",Aggressive and Distracted Driving Collision,-8839200.60180511,5413998.82219519,43.666645,-79.40389,2010-05-13 08:12:00,Major Arterial,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Toronto and East York,Annex (95),95,Intersection,2,0,1,0,1,0,1,0,0,1,1,1,0,0,False,2010-05,Accident,,,
2035,1172906.0,Non-Fatal Injury,"Pedestrian, Automobile",Aggressive and Distracted Driving Collision,-8847527.29971644,5416492.18119862,43.682845,-79.47869,2010-06-11 01:55:00,Major Arterial,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Etobicoke York,Rockcliffe-Smythe (111),111,Intersection,2,0,1,0,1,0,1,1,0,0,0,1,0,1,False,2010-06,Accident,,,
